"Дата";"Регион";"Регион население";"Заражений";"Выздоровлений";"Смертей";"Смертей за день";"Заражений за день";"Выздоровлений за день"
08.02.2021;Магаданская обл.;144091;7988;7559;92;0;13;17
29.06.2020;Новгородская обл.;606476;2839;756;25;0;47;0
06.03.2021;Омская обл.;1960081;41519;38202;1236;4;97;119
13.06.2020;Воронежская обл.;2333768;4221;1953;21;0;228;9
12.04.2020;Мурманская обл.;753557;128;10;0;0;61;4
13.05.2020;Марий Эл;682333;996;696;7;1;32;48
29.03.2020;Владимирская обл.;1378337;0;0;0;0;0;0
05.08.2020;Астраханская обл.;1017514;4751;3803;50;0;34;34
06.06.2020;Москва;12506468;193061;100431;2864;58;1992;3073
07.10.2020;Пензенская обл.;1331655;11555;9292;137;0;101;88
04.04.2021;Тюменская обл.;1498779;33817;31911;414;5;53;60
31.10.2020;Ямало-Ненецкий АО;538547;20557;14546;145;4;183;100
26.02.2021;Дагестан;3063885;29697;27407;1339;5;44;55
05.05.2020;Рязанская обл.;1121474;1226;89;5;0;89;1
02.03.2021;Башкортостан;4063293;28856;23047;280;3;137;40
09.07.2020;Кабардино-Балкария;865828;5433;4429;60;0;45;105
13.08.2020;Хабаровский край;1328302;8804;6509;76;1;81;161
25.12.2020;Липецкая обл.;1150201;15067;11700;229;5;162;226
05.11.2020;Бурятия;984511;12509;10270;179;10;233;176
24.01.2021;Адыгея;453376;12690;10767;113;0;52;57
22.10.2020;Калмыкия;275413;8227;4982;90;0;94;48
07.05.2020;Свердловская обл.;4325256;1429;212;3;0;76;19
13.05.2020;Санкт-Петербург;5351935;8485;1848;63;5;435;64
26.03.2020;Башкортостан;4063293;4;0;0;0;0;0
07.04.2020;Нижегородская обл.;3234752;56;8;0;0;0;4
15.04.2020;Красноярский край;2876497;142;17;0;0;11;0
08.07.2020;Тверская обл.;1283873;3941;3005;88;2;32;39
25.02.2021;Вологодская обл.;1176689;38761;35055;786;7;178;287
16.07.2020;Приморский край;1913037;5305;4014;60;0;69;51
06.02.2021;Пермский край;2623122;41481;34534;1510;14;280;333
19.04.2021;Саратовская обл.;2462950;57535;52057;897;3;135;115
30.09.2020;Ингушетия;488043;5674;4708;83;0;48;8
14.12.2020;Удмуртия;1513044;16036;12683;338;5;205;142
26.03.2021;Владимирская обл.;1378337;29641;26717;990;2;72;73
28.08.2020;Новосибирская обл.;2788849;11238;9930;352;3;46;38
12.03.2021;Мурманская обл.;753557;47654;46433;1005;6;70;56
31.07.2020;Карелия;622484;2275;1390;12;0;30;21
23.09.2020;Смоленская обл.;949348;6469;5661;138;0;19;4
08.02.2021;Марий Эл;682333;11008;9721;157;0;43;32
30.12.2020;Москва;12506468;803203;621292;11136;72;5105;5896
07.04.2020;Мордовия;805056;6;3;0;0;0;1
13.05.2020;Камчатский край;315557;418;69;1;1;20;8
05.04.2021;Забайкальский край;1072806;41314;39801;594;0;55;20
25.04.2020;Пермский край;2623122;373;52;4;0;55;4
07.05.2020;Северная Осетия;701765;1342;241;9;2;89;83
05.09.2020;Калмыкия;275413;4655;2885;56;0;82;83
05.10.2020;Пензенская обл.;1331655;11357;9163;137;0;90;17
11.06.2020;Воронежская обл.;2333768;3766;1859;19;2;239;42
14.04.2020;Мурманская обл.;753557;128;10;1;0;0;0
12.01.2021;Дагестан;3063885;25361;22003;1161;5;156;151
27.03.2020;Владимирская обл.;1378337;0;0;0;0;0;0
03.08.2020;Астраханская обл.;1017514;4688;3709;49;0;31;14
06.07.2020;ХМАО – Югра;1655074;10590;5476;72;3;289;150
06.02.2021;Адыгея;453376;13276;11424;126;1;37;37
06.02.2021;Магаданская обл.;144091;7958;7524;92;1;15;20
20.12.2020;Бурятия;984511;23543;21242;538;5;215;148
27.06.2020;Новгородская обл.;606476;2742;756;25;5;44;46
19.10.2020;Белгородская обл.;1549876;10362;8986;59;0;95;95
11.07.2020;Еврейская АО;162014;469;398;6;0;7;22
27.08.2020;Ленинградская обл.;1813816;6685;4916;79;5;29;27
13.09.2020;Ульяновская обл.;1246618;13404;11400;130;0;128;2
15.02.2021;Москва;12506468;957996;871836;14404;56;1818;1967
26.07.2020;Курганская обл.;845537;2055;1223;7;0;38;36
22.01.2021;Марий Эл;682333;10263;8924;147;2;45;43
27.05.2020;Костромская обл.;643324;617;354;9;1;16;46
22.12.2020;Краснодарский край;5603420;26036;17572;809;14;187;122
14.07.2020;Карелия;622484;1747;919;3;0;9;25
16.02.2021;Рязанская обл.;1121474;23515;21549;266;3;91;94
06.05.2020;Волгоградская обл.;2521276;647;109;12;0;69;0
11.09.2020;Ингушетия;488043;4773;4195;77;0;37;120
07.12.2020;Тюменская обл.;1498779;19406;17064;143;1;165;376
26.10.2020;Удмуртия;1513044;8263;6270;132;0;126;149
01.09.2020;Ставропольский край;2800674;12110;8162;240;3;125;93
04.11.2020;Башкортостан;4063293;11148;10293;56;0;97;200
26.07.2020;Саха (Якутия);964330;5521;5232;50;2;47;60
14.12.2020;Кемеровская обл.;2694877;23200;19888;429;4;166;164
26.01.2021;Оренбургская обл.;1977720;33250;29468;453;6;175;163
13.03.2021;Красноярский край;2876497;64479;59676;2960;11;137;141
05.03.2021;Нижегородская обл.;3234752;98495;91098;2522;15;384;444
26.04.2021;Липецкая обл.;1150201;29583;26812;639;5;66;116
24.03.2020;Псковская обл.;636546;0;0;0;0;0;0
31.10.2020;Мордовия;805056;8254;6904;51;0;67;60
23.06.2020;Самарская обл.;3193514;4451;2309;53;0;63;37
19.02.2021;Томская обл.;1078280;29744;27607;299;5;64;61
26.08.2020;Коми;840873;6429;5341;83;4;22;58
21.04.2021;Саратовская обл.;2462950;57804;52308;905;5;136;132
26.01.2021;Ненецкий АО;43997;882;764;0;0;6;2
08.11.2020;Омская обл.;1960081;17456;13996;434;0;221;20
14.07.2020;Приморский край;1913037;5174;3840;59;0;56;153
23.02.2021;Вологодская обл.;1176689;38398;34453;772;7;197;298
17.04.2021;Севастополь;436670;13771;12651;589;1;21;30
13.12.2020;Курская обл.;1115237;17511;15780;242;4;178;176
25.09.2020;Кировская обл.;1283238;8171;5610;126;1;60;5
04.03.2021;Псковская обл.;636546;32276;21520;175;2;92;147
17.06.2020;Дагестан;3063885;6837;4802;335;7;92;22
11.05.2020;Адыгея;453376;241;173;7;0;17;0
27.08.2020;Алтай;218063;2075;1757;8;0;34;21
07.09.2020;Хакасия;537513;3583;3196;47;0;27;0
26.12.2020;Крым;1913731;23498;18373;467;8;342;556
25.09.2020;Смоленская обл.;949348;6510;5667;138;0;21;4
28.03.2021;Владимирская обл.;1378337;29780;26861;996;3;69;69
17.12.2020;Иркутская обл.;2404195;36734;32204;1025;16;270;246
26.08.2020;Новосибирская обл.;2788849;11141;9844;346;2;47;50
10.03.2021;Мурманская обл.;753557;47513;46312;993;5;73;52
16.04.2021;Чукотский АО;49348;742;733;6;0;1;0
11.07.2020;Кабардино-Балкария;865828;5520;4677;61;1;43;93
11.08.2020;Хабаровский край;1328302;8634;6157;73;0;78;156
10.12.2020;Алтай;218063;12118;11685;49;2;104;84
16.04.2020;Москва;12506468;16146;1394;113;7;1370;189
29.10.2020;Ямало-Ненецкий АО;538547;20190;14354;136;2;182;85
26.05.2020;Марий Эл;682333;1559;1155;10;0;41;76
28.08.2020;Амурская обл.;798424;3299;2974;47;0;25;35
12.09.2020;Крым;1913731;3080;2074;38;2;70;64
02.07.2020;Калужская обл.;1012156;6117;3690;44;0;51;5
13.04.2020;Красноярский край;2876497;110;8;0;0;25;0
05.04.2020;Нижегородская обл.;3234752;47;1;0;0;22;0
31.03.2020;Удмуртия;1513044;4;0;0;0;0;0
11.05.2020;Санкт-Петербург;5351935;7711;1681;56;3;307;7
11.12.2020;Коми;840873;24511;20907;452;0;284;350
10.05.2020;Брянская обл.;1210982;1605;500;17;0;68;50
09.05.2020;Свердловская обл.;4325256;1705;269;3;0;121;32
21.04.2021;Хабаровский край;1328302;51470;49246;371;1;31;45
19.03.2021;Кабардино-Балкария;865828;22186;20903;395;1;55;56
24.04.2021;Липецкая обл.;1150201;29449;26653;630;3;66;262
03.12.2020;Карачаево-Черкессия;466305;12497;9634;34;0;92;301
28.09.2020;Волгоградская обл.;2521276;14888;12844;142;1;102;20
02.11.2020;Сахалинская обл.;490181;8008;5562;2;0;105;26
02.11.2020;Башкортостан;4063293;10956;9885;55;1;93;9
15.09.2020;Костромская обл.;643324;4115;2995;53;3;16;42
28.07.2020;Саха (Якутия);964330;5614;5276;50;0;49;23
24.06.2020;Чечня;1436981;1645;1175;20;0;11;1
25.05.2020;Ульяновская обл.;1246618;1959;506;6;0;98;8
13.04.2021;Удмуртия;1513044;31662;28253;780;2;71;74
07.06.2020;Ленинградская обл.;1813816;3188;2154;18;0;51;15
08.02.2021;Челябинская обл.;3493036;46011;37621;856;10;270;564
02.01.2021;Тамбовская обл.;1033552;17971;16059;190;2;161;77
05.12.2020;Тюменская обл.;1498779;19078;16287;142;2;164;408
13.03.2020;Липецкая обл.;1150201;3;0;0;0;0;0
12.02.2021;Калининградская обл.;994599;26155;23490;232;0;159;167
13.11.2020;Ивановская обл.;1014646;13203;9431;197;3;145;85
25.04.2020;Татарстан;3894284;491;48;0;0;65;11
25.04.2021;Крым;1913731;39973;37089;1190;4;104;21
14.02.2021;Рязанская обл.;1121474;23332;21376;263;2;94;84
30.08.2020;Чувашия;1231117;7743;6401;70;0;30;27
27.09.2020;Северная Осетия;701765;5715;4684;69;0;36;1
09.07.2020;Еврейская АО;162014;457;372;6;0;5;2
11.08.2020;Саратовская обл.;2462950;10442;6401;63;0;94;62
09.04.2021;Алтай;218063;16727;16394;202;2;7;13
03.10.2020;Камчатский край;315557;4572;3333;70;3;27;8
08.07.2020;ХМАО – Югра;1655074;11141;5918;78;3;268;223
01.04.2021;Приморский край;1913037;42411;38882;680;2;53;185
24.04.2021;Карачаево-Черкессия;466305;19982;19851;73;0;12;10
21.03.2021;Бурятия;984511;35419;33626;757;1;65;70
10.05.2020;Ставропольский край;2800674;1050;289;20;0;38;10
26.11.2020;Ярославская обл.;1265684;15694;14801;83;2;187;185
27.04.2020;Пермский край;2623122;454;61;4;0;20;9
27.04.2020;Белгородская обл.;1549876;269;31;2;0;27;0
10.04.2021;Коми;840873;42270;41100;831;2;61;62
09.04.2020;Новгородская обл.;606476;12;2;0;0;7;2
12.02.2021;Чечня;1436981;11100;10337;110;0;15;46
18.07.2020;Владимирская обл.;1378337;5177;4439;106;3;44;85
04.07.2020;Мурманская обл.;753557;5766;3695;19;1;134;63
31.08.2020;Воронежская обл.;2333768;14144;12535;109;0;98;24
15.05.2020;Пензенская обл.;1331655;985;658;10;0;61;110
05.04.2021;Курганская обл.;845537;19422;17711;358;3;39;40
12.05.2020;Брянская обл.;1210982;1753;592;29;7;75;56
22.03.2020;Кабардино-Балкария;865828;2;0;0;0;0;0
01.01.2021;Тыва;321722;14791;13621;157;0;33;53
04.07.2020;Калужская обл.;1012156;6222;3977;48;3;52;176
22.02.2021;Татарстан;3894284;17656;14219;316;0;56;3
29.09.2020;Свердловская обл.;4325256;29005;21725;597;5;143;69
26.08.2020;Амурская обл.;798424;3250;2919;47;0;22;21
01.10.2020;Санкт-Петербург;5351935;43306;29217;2972;22;285;143
23.06.2020;Нижегородская обл.;3234752;15990;8864;205;4;216;426
01.07.2020;Красноярский край;2876497;9044;4128;137;17;140;301
18.04.2021;Чукотский АО;49348;743;733;7;1;0;0
05.08.2020;Тыва;321722;6241;4567;60;1;25;140
19.12.2020;Иркутская обл.;2404195;37293;32720;1059;17;280;268
26.07.2020;Забайкальский край;1072806;4026;3511;47;0;11;13
23.03.2020;Приморский край;1913037;0;0;0;0;0;0
02.03.2021;Псковская обл.;636546;32095;21218;171;2;99;125
23.09.2020;Кировская обл.;1283238;8040;5588;124;1;66;43
15.04.2021;Севастополь;436670;13725;12602;587;2;31;32
15.12.2020;Курская обл.;1115237;17867;16110;245;3;180;161
08.06.2020;Новосибирская обл.;2788849;3648;1386;42;1;102;17
13.04.2021;Астраханская обл.;1017514;31641;30118;697;2;76;118
05.05.2020;Смоленская обл.;949348;534;87;5;1;14;6
11.01.2021;Архангельская обл.;1111031;46196;37263;451;0;245;235
17.03.2021;Новгородская обл.;606476;28090;24881;117;0;47;60
28.01.2021;Ненецкий АО;43997;898;772;0;0;8;4
06.11.2020;Омская обл.;1960081;17016;13845;434;0;215;391
22.11.2020;Московская обл.;7503385;102802;74995;1902;16;949;571
21.02.2021;Томская обл.;1078280;29882;27774;303;4;68;84
16.04.2021;Мордовия;805056;19626;17637;227;2;34;38
26.03.2020;Псковская обл.;636546;6;0;0;0;2;0
14.01.2021;Ростовская обл.;4220452;57130;47302;2293;29;392;357
25.06.2020;Самарская обл.;3193514;4557;2429;53;0;55;24
30.09.2020;Свердловская обл.;4325256;29154;21797;601;4;149;72
18.10.2020;Москва;12506468;362253;273881;5958;52;4610;1654
08.09.2020;Марий Эл;682333;4392;3916;43;2;17;36
14.05.2020;Брянская обл.;1210982;1908;748;30;0;82;78
11.11.2020;Карелия;622484;8565;4850;63;0;310;35
02.07.2020;Красноярский край;2876497;9181;4517;137;0;137;389
21.03.2020;Чечня;1436981;0;0;0;0;0;0
24.06.2020;Нижегородская обл.;3234752;16197;9481;207;2;207;617
02.10.2020;Санкт-Петербург;5351935;43608;29368;3004;32;302;151
25.01.2021;Ингушетия;488043;13706;11848;156;0;45;26
28.06.2020;Калужская обл.;1012156;5925;3495;44;0;45;3
06.04.2021;Курганская обл.;845537;19460;17753;362;4;38;42
28.06.2020;Удмуртия;1513044;1379;999;16;0;22;1
24.08.2020;Амурская обл.;798424;3208;2799;47;0;19;4
21.03.2020;Кабардино-Балкария;865828;2;0;0;0;2;0
12.04.2021;Чукотский АО;49348;738;698;6;0;0;0
23.11.2020;Московская обл.;7503385;103773;75547;1922;20;971;552
13.12.2020;Иркутская обл.;2404195;35658;31398;964;15;279;224
16.03.2021;Новгородская обл.;606476;28043;24821;117;0;48;57
12.01.2021;Архангельская обл.;1111031;46439;37515;454;3;243;252
04.05.2020;Смоленская обл.;949348;520;81;4;1;12;0
14.04.2021;Астраханская обл.;1017514;31719;30227;700;3;78;109
07.06.2020;Новосибирская обл.;2788849;3546;1369;41;1;105;13
13.01.2021;Ростовская обл.;4220452;56738;46945;2264;22;389;479
29.09.2020;Кировская обл.;1283238;8446;5695;130;1;73;37
08.03.2021;Псковская обл.;636546;32655;21765;184;3;98;30
03.01.2021;Калмыкия;275413;15068;12556;200;0;86;37
13.04.2021;Севастополь;436670;13664;12555;584;2;32;36
17.12.2020;Курская обл.;1115237;18231;16462;253;3;185;181
24.03.2020;Приморский край;1913037;2;0;0;0;2;0
25.07.2020;Забайкальский край;1072806;4015;3498;47;0;13;61
29.08.2020;Дагестан;3063885;10858;9569;495;1;70;44
23.09.2020;Адыгея;453376;3873;3330;31;0;26;22
27.05.2020;Хакасия;537513;856;489;10;0;20;24
22.01.2021;Ненецкий АО;43997;860;754;0;0;1;3
04.11.2020;Омская обл.;1960081;16590;13428;427;0;205;163
06.08.2020;Бурятия;984511;4287;3531;42;0;24;32
15.02.2021;Томская обл.;1078280;29478;27212;290;0;67;144
28.03.2020;Псковская обл.;636546;6;0;0;0;0;0
19.06.2020;Самарская обл.;3193514;4183;2110;53;0;83;32
22.04.2021;Липецкая обл.;1150201;29315;26255;625;4;70;0
08.11.2020;Башкортостан;4063293;11547;10828;60;1;101;39
12.11.2020;Ивановская обл.;1014646;13058;9346;194;4;147;120
22.07.2020;Саха (Якутия);964330;5324;4964;40;0;41;80
15.03.2020;Карелия;622484;0;0;0;0;0;0
31.12.2020;Калининградская обл.;994599;17792;16045;174;4;225;352
11.12.2020;Тюменская обл.;1498779;20058;18586;160;6;168;377
16.09.2020;Костромская обл.;643324;4156;3047;53;0;41;52
31.05.2020;Ингушетия;488043;2083;845;50;0;39;2
03.11.2020;Сахалинская обл.;490181;8116;5596;2;0;108;34
27.09.2020;Волгоградская обл.;2521276;14786;12824;141;1;106;25
20.02.2021;Рязанская обл.;1121474;23867;21904;278;3;89;86
22.04.2021;Хабаровский край;1328302;51499;49280;373;2;29;34
18.03.2021;Кабардино-Балкария;865828;22131;20847;394;1;55;55
01.01.2021;Тамбовская обл.;1033552;17810;15982;188;3;159;296
09.02.2021;Челябинская обл.;3493036;46280;38086;866;10;269;465
08.06.2020;Ленинградская обл.;1813816;3238;2221;18;0;50;67
24.05.2020;Ульяновская обл.;1246618;1861;498;6;0;97;36
04.11.2020;Карачаево-Черкессия;466305;9950;5860;34;1;85;83
26.04.2020;Белгородская обл.;1549876;242;31;2;0;21;3
27.11.2020;Ярославская обл.;1265684;15877;14953;83;0;183;152
07.07.2020;Еврейская АО;162014;446;365;6;0;5;3
03.07.2020;Мордовия;805056;3505;2370;27;0;38;67
08.06.2020;Ставропольский край;2800674;3167;1471;62;2;88;1
14.05.2020;Пензенская обл.;1331655;924;548;10;0;45;51
10.07.2020;ХМАО – Югра;1655074;11669;6398;85;4;263;242
03.07.2020;Мурманская обл.;753557;5632;3632;18;2;147;23
30.08.2020;Воронежская обл.;2333768;14046;12511;109;0;99;0
17.07.2020;Владимирская обл.;1378337;5133;4354;103;3;42;99
12.03.2020;Астраханская обл.;1017514;0;0;0;0;0;0
10.06.2020;Калмыкия;275413;1203;734;16;0;23;37
08.04.2020;Новгородская обл.;606476;5;0;0;0;0;0
26.03.2021;Карачаево-Черкессия;466305;19590;18455;70;0;21;61
10.08.2020;Саратовская обл.;2462950;10348;6339;63;0;95;41
28.09.2020;Северная Осетия;701765;5750;4684;69;0;35;0
29.04.2020;Пермский край;2623122;481;87;5;1;10;20
21.01.2021;Хакасия;537513;19716;17792;360;9;100;212
02.04.2021;Приморский край;1913037;42462;39079;682;2;51;197
04.10.2020;Камчатский край;315557;4598;3333;70;0;26;0
30.03.2020;Псковская обл.;636546;9;0;1;1;3;0
21.06.2020;Самарская обл.;3193514;4325;2235;53;0;75;39
17.02.2021;Томская обл.;1078280;29619;27475;294;0;67;134
24.01.2021;Ненецкий АО;43997;873;761;0;0;8;3
11.03.2021;Мурманская обл.;753557;47584;46377;999;6;71;65
27.08.2020;Новосибирская обл.;2788849;11192;9892;349;3;51;48
02.11.2020;Омская обл.;1960081;16183;13005;423;5;201;253
29.03.2021;Владимирская обл.;1378337;29847;26902;996;0;67;41
26.09.2020;Смоленская обл.;949348;6529;5692;138;0;19;25
11.04.2021;Севастополь;436670;13598;12501;580;1;32;17
19.12.2020;Курская обл.;1115237;18609;16829;262;3;194;186
22.04.2021;Саратовская обл.;2462950;57942;52421;910;5;138;113
06.03.2021;Псковская обл.;636546;32463;21701;180;2;97;64
27.09.2020;Кировская обл.;1283238;8302;5652;128;1;69;5
22.02.2021;Вологодская обл.;1176689;38201;34155;765;8;205;332
13.07.2020;Приморский край;1913037;5118;3687;59;0;54;10
15.12.2020;Иркутская обл.;2404195;36202;31699;993;15;269;272
10.05.2020;Санкт-Петербург;5351935;7404;1674;53;0;414;12
14.04.2021;Чукотский АО;49348;741;733;6;0;3;3
04.04.2020;Нижегородская обл.;3234752;25;1;0;0;0;0
12.04.2020;Красноярский край;2876497;85;8;0;0;25;0
22.08.2020;Амурская обл.;798424;3172;2794;47;0;15;38
30.06.2020;Калужская обл.;1012156;6018;3590;44;0;45;83
08.05.2020;Свердловская обл.;4325256;1584;237;3;0;155;25
29.04.2021;Карелия;622484;45681;43776;466;2;43;43
30.10.2020;Ямало-Ненецкий АО;538547;20374;14446;141;5;184;92
12.07.2020;Кабардино-Балкария;865828;5562;4745;61;0;42;68
10.08.2020;Хабаровский край;1328302;8556;6001;73;0;87;90
16.05.2020;Брянская обл.;1210982;2080;909;30;0;85;75
28.12.2020;Чувашия;1231117;16043;14420;496;10;112;128
28.06.2020;Новгородская обл.;606476;2792;756;25;0;50;0
07.02.2021;Магаданская обл.;144091;7975;7542;92;0;17;18
28.03.2020;Владимирская обл.;1378337;0;0;0;0;0;0
02.08.2020;Астраханская обл.;1017514;4657;3695;49;1;37;28
12.06.2020;Воронежская обл.;2333768;3993;1944;21;2;227;85
15.04.2020;Мурманская обл.;753557;265;14;1;0;137;4
25.05.2020;Коми;840873;1135;568;19;0;6;12
06.10.2020;Пензенская обл.;1331655;11454;9204;137;0;97;41
01.05.2020;Пермский край;2623122;524;95;7;0;24;4
20.10.2020;Белгородская обл.;1549876;10458;9068;60;1;96;82
06.04.2021;Забайкальский край;1072806;41364;39865;594;0;50;64
12.05.2020;Камчатский край;315557;398;61;0;0;14;10
12.07.2020;ХМАО – Югра;1655074;12204;6861;91;2;267;190
24.05.2020;Алтай;218063;95;47;0;0;3;1
05.07.2020;Еврейская АО;162014;438;362;6;1;3;2
06.05.2020;Северная Осетия;701765;1253;158;7;0;93;0
04.03.2021;Нижегородская обл.;3234752;98111;90654;2507;10;385;528
18.02.2021;Рязанская обл.;1121474;23693;21731;272;3;88;89
15.12.2020;Кемеровская обл.;2694877;23364;20044;432;3;164;156
09.06.2020;Крым;1913731;446;330;5;0;8;13
30.09.2020;Ставропольский край;2800674;16075;11426;321;4;148;94
25.01.2021;Оренбургская обл.;1977720;33075;29305;447;3;171;154
12.03.2021;Красноярский край;2876497;64342;59535;2949;12;139;135
09.12.2020;Тюменская обл.;1498779;19727;17828;151;7;161;384
25.07.2020;Курганская обл.;845537;2017;1187;7;0;38;88
09.10.2020;Татарстан;3894284;7480;6362;57;2;32;21
14.09.2020;Ульяновская обл.;1246618;13533;11410;130;0;129;10
26.08.2020;Ленинградская обл.;1813816;6656;4889;74;0;30;28
06.11.2020;Башкортостан;4063293;11343;10516;58;1;99;201
24.07.2020;Саха (Якутия);964330;5424;5105;47;3;49;83
07.05.2020;Волгоградская обл.;2521276;711;194;12;0;64;85
26.05.2020;Костромская обл.;643324;601;308;8;0;21;14
20.04.2021;Липецкая обл.;1150201;29177;26084;616;5;71;105
23.12.2020;Краснодарский край;5603420;26224;17696;822;13;188;124
31.07.2020;Чечня;1436981;2060;1363;32;0;14;6
04.06.2020;Чувашия;1231117;3231;1431;15;1;83;62
05.06.2020;Тверская обл.;1283873;1875;1338;39;2;71;44
19.10.2020;Вологодская обл.;1176689;5892;4328;57;0;83;20
30.12.2020;Мордовия;805056;13400;11059;92;2;86;83
20.11.2020;Приморский край;1913037;19616;14392;203;0;230;132
14.01.2021;ХМАО – Югра;1655074;44144;40423;598;2;218;213
07.04.2021;Ярославская обл.;1265684;36707;34973;492;3;85;87
21.05.2020;Ростовская обл.;4220452;2926;1071;33;0;142;82
29.04.2020;Бурятия;984511;245;83;2;0;18;13
30.01.2021;Смоленская обл.;949348;22180;19284;453;5;183;191
09.07.2020;Хакасия;537513;2187;1634;19;0;45;19
12.03.2020;Адыгея;453376;0;0;0;0;0;0
04.01.2021;Новосибирская обл.;2788849;28487;24711;1000;9;146;193
19.01.2021;Еврейская АО;162014;4004;3526;94;1;12;17
29.03.2020;Московская обл.;7503385;112;10;0;0;27;2
10.04.2020;Дагестан;3063885;58;4;0;0;1;0
27.03.2021;Крым;1913731;37348;34959;1053;4;65;100
15.06.2020;Архангельская обл.;1111031;3803;1068;19;0;107;14
26.06.2020;Ямало-Ненецкий АО;538547;4858;2058;34;0;149;52
11.03.2021;Алтай;218063;16379;16166;181;2;15;31
14.03.2021;Сахалинская обл.;490181;21817;21103;35;0;9;81
25.03.2021;Татарстан;3894284;19195;15957;407;0;42;48
18.12.2020;Хабаровский край;1328302;30648;25257;193;2;341;497
15.11.2020;Кабардино-Балкария;865828;11362;8185;176;3;87;66
27.03.2020;Марий Эл;682333;0;0;0;0;0;0
08.08.2020;Рязанская обл.;1121474;6518;5933;34;2;29;13
29.12.2020;Чечня;1436981;8428;4078;91;0;136;118
10.03.2021;Коми;840873;40215;39072;762;1;75;77
03.10.2020;Ставропольский край;2800674;16528;11869;331;3;153;110
04.10.2020;Тюменская обл.;1498779;9858;7714;40;0;93;9
25.03.2021;Ивановская обл.;1014646;32161;30504;1023;5;67;101
07.06.2020;Удмуртия;1513044;936;467;12;0;32;1
01.09.2020;Башкортостан;4063293;7825;6906;29;0;30;12
03.02.2021;Саха (Якутия);964330;30934;28256;494;3;100;268
29.06.2020;Калмыкия;275413;1481;1041;23;1;19;0
11.08.2020;Томская обл.;1078280;4738;3329;48;3;56;54
01.01.2021;Самарская обл.;3193514;31704;29316;618;12;303;311
06.06.2020;Мордовия;805056;2138;1111;18;3;40;47
18.07.2020;Ненецкий АО;43997;257;46;0;0;1;0
05.09.2020;Омская обл.;1960081;9507;7974;211;4;49;44
26.03.2021;Московская обл.;7503385;229330;188368;5375;18;559;477
04.10.2020;Магаданская обл.;144091;3091;2392;26;0;42;30
05.11.2020;Новгородская обл.;606476;7822;5126;87;0;98;13
28.11.2020;Кировская обл.;1283238;17578;10191;193;1;239;315
13.02.2021;Пензенская обл.;1331655;35471;28946;411;2;206;301
10.12.2020;Астраханская обл.;1017514;15273;10790;290;3;164;109
10.10.2020;Курская обл.;1115237;8768;7023;60;0;81;41
14.10.2020;Иркутская обл.;2404195;20918;17571;321;1;179;154
26.02.2021;Бурятия;984511;33425;31170;711;1;101;152
09.02.2021;Тыва;321722;15521;14371;190;0;16;18
08.12.2020;Адыгея;453376;8829;7035;69;0;99;60
23.02.2021;Белгородская обл.;1549876;30948;28170;474;1;109;52
05.11.2020;Дагестан;3063885;16479;14799;791;1;86;82
22.05.2020;Орловская обл.;747247;1679;717;10;0;32;63
02.12.2020;Курганская обл.;845537;8906;7818;119;0;106;61
10.06.2020;Тамбовская обл.;1033552;3636;1677;8;0;67;66
10.05.2020;Челябинская обл.;3493036;1041;249;4;1;90;61
03.01.2021;Ленинградская обл.;1813816;24499;22010;271;0;220;134
20.09.2020;Карелия;622484;3627;2646;16;0;17;11
18.01.2021;Ульяновская обл.;1246618;40844;37519;521;6;246;157
23.11.2020;Марий Эл;682333;7219;6158;84;0;51;7
19.06.2020;Тыва;321722;2998;526;3;0;115;29
10.01.2021;Калужская обл.;1012156;22690;20779;191;2;159;114
17.12.2020;Москва;12506468;715241;551207;10171;76;6711;5777
15.08.2020;Краснодарский край;5603420;9817;8398;141;3;87;78
14.04.2020;Тульская обл.;1491855;85;13;0;0;0;0
15.04.2021;Алтайский край;2350080;48459;43442;1968;5;85;60
31.10.2020;Амурская обл.;798424;6602;5655;63;0;139;94
10.04.2020;Сахалинская обл.;490181;11;4;0;0;0;0
21.09.2020;Оренбургская обл.;1977720;11927;10727;82;0;100;31
07.08.2020;Кемеровская обл.;2694877;4158;2957;18;0;96;69
02.01.2021;Удмуртия;1513044;20073;16413;392;4;219;202
16.03.2020;Ивановская обл.;1014646;0;0;0;0;0;0
05.07.2020;Ингушетия;488043;3154;2494;69;0;16;0
23.03.2021;Тульская обл.;1491855;35508;32925;1474;7;99;97
30.08.2020;Башкортостан;4063293;7763;6894;29;0;32;0
05.02.2021;Саха (Якутия);964330;31115;28697;494;0;88;180
01.11.2020;Карачаево-Черкессия;466305;9695;5660;33;0;85;37
02.10.2020;Тюменская обл.;1498779;9674;7676;39;1;87;30
06.04.2020;Ямало-Ненецкий АО;538547;12;0;0;0;0;0
03.02.2021;Свердловская обл.;4325256;71479;64144;2079;16;334;355
06.08.2020;Рязанская обл.;1121474;6464;5907;32;1;27;16
11.01.2021;Калининградская обл.;994599;20050;18185;195;1;198;186
01.11.2020;Нижегородская обл.;3234752;41960;35422;796;13;394;152
25.04.2021;Кемеровская обл.;2694877;34764;33671;657;2;69;56
09.11.2020;Красноярский край;2876497;29256;21792;741;9;329;262
09.02.2021;Санкт-Петербург;5351935;347444;253115;10183;61;1078;3739
24.12.2020;Татарстан;3894284;12583;10574;171;0;103;19
02.12.2020;Забайкальский край;1072806;19767;18112;331;6;263;384
