"Дата";"Регион";"Регион население";"Заражений";"Выздоровлений";"Смертей";"Смертей за день";"Заражений за день";"Выздоровлений за день"
17.01.2021;Еврейская АО;162014;3980;3494;90;2;11;20
27.04.2020;Вологодская обл.;1176689;155;33;0;0;10;0
16.01.2021;ХМАО – Югра;1655074;44580;40877;609;7;221;237
23.03.2021;Карачаево-Черкессия;466305;19534;18257;69;0;18;66
04.09.2020;Архангельская обл.;1111031;11059;9209;252;0;74;46
20.07.2020;Московская обл.;7503385;61896;43585;1061;3;153;218
11.06.2020;Ставропольский край;2800674;3425;1739;66;1;87;89
09.09.2020;Ростовская обл.;4220452;18236;15216;383;5;153;72
03.06.2020;Тверская обл.;1283873;1731;1229;33;5;36;82
25.03.2021;Тульская обл.;1491855;35699;33114;1488;7;96;95
02.03.2021;Ямало-Ненецкий АО;538547;37178;35238;400;1;36;60
30.06.2020;Сахалинская обл.;490181;800;332;0;0;29;57
24.01.2021;Костромская обл.;643324;16696;13302;271;3;88;36
04.02.2021;Волгоградская обл.;2521276;44277;42278;630;6;227;222
02.10.2020;Челябинская обл.;3493036;15847;11776;135;5;79;77
28.08.2020;Тамбовская обл.;1033552;6678;5739;45;0;23;34
04.10.2020;Коми;840873;8738;7199;120;0;106;31
01.07.2020;Чувашия;1231117;5134;2920;32;1;58;20
25.04.2021;Марий Эл;682333;12983;12373;227;2;16;15
12.04.2020;Тульская обл.;1491855;74;9;0;0;3;0
17.04.2021;Алтайский край;2350080;48616;43606;1984;10;81;96
29.10.2020;Амурская обл.;798424;6331;5456;61;0;128;100
01.04.2021;Москва;12506468;1028891;946370;16707;51;2151;1632
11.11.2020;Крым;1913731;11364;7162;184;1;207;357
05.07.2020;Ивановская обл.;1014646;5034;3116;49;0;69;3
12.01.2021;Калужская обл.;1012156;23012;20972;193;0;162;101
02.06.2020;Оренбургская обл.;1977720;2032;1196;7;1;53;0
03.10.2020;Алтай;218063;3769;2791;12;0;87;56
24.05.2020;Орловская обл.;747247;1808;841;12;2;68;37
18.12.2020;Саратовская обл.;2462950;31827;27162;340;6;262;343
19.10.2020;Крым;1913731;7009;3930;110;3;169;3
09.03.2021;Адыгея;453376;13892;12420;154;0;13;40
03.04.2021;Дагестан;3063885;31180;28854;1413;2;42;44
16.10.2020;Иркутская обл.;2404195;21281;17882;322;0;180;178
05.02.2021;Северная Осетия;701765;14742;13201;128;4;56;63
12.10.2020;Курская обл.;1115237;8935;7059;60;0;83;6
26.11.2020;Кировская обл.;1283238;17101;9660;191;1;237;275
26.10.2020;Алтай;218063;6611;4490;12;0;147;70
07.02.2021;Камчатский край;315557;12655;11266;85;0;50;56
24.07.2020;Ярославская обл.;1265684;5760;5133;25;1;41;38
20.07.2020;Ненецкий АО;43997;260;46;0;0;2;0
03.09.2020;Омская обл.;1960081;9412;7877;203;5;43;111
24.11.2020;Владимирская обл.;1378337;12440;9936;290;0;129;205
07.01.2021;Воронежская обл.;2333768;48934;44597;1228;8;394;135
06.11.2020;Мурманская обл.;753557;21147;16832;325;4;219;316
03.01.2021;Самарская обл.;3193514;32305;29811;641;12;301;232
13.08.2020;Томская обл.;1078280;4840;3424;49;1;48;61
12.05.2020;Магаданская обл.;144091;157;87;3;0;2;4
25.10.2020;Коми;840873;12072;9175;200;0;209;58
01.06.2020;Оренбургская обл.;1977720;1979;1196;6;0;54;0
19.03.2021;Тульская обл.;1491855;35113;32538;1439;8;101;100
06.07.2020;Ивановская обл.;1014646;5102;3131;49;0;68;15
22.05.2020;Карелия;622484;268;71;1;0;8;5
10.04.2020;Тульская обл.;1491855;71;7;0;0;5;1
11.04.2021;Алтайский край;2350080;48124;43142;1934;12;83;42
27.10.2020;Амурская обл.;798424;6092;5283;61;0;109;135
05.02.2021;Волгоградская обл.;2521276;44510;42507;636;6;233;229
06.01.2021;Калужская обл.;1012156;22057;20358;186;2;168;98
23.01.2021;Костромская обл.;643324;16608;13266;268;1;69;88
29.06.2020;Сахалинская обл.;490181;771;275;0;0;29;30
03.03.2021;Ямало-Ненецкий АО;538547;37215;35292;401;1;37;54
29.08.2020;Тамбовская обл.;1033552;6701;5759;45;0;23;20
18.05.2020;Орловская обл.;747247;1517;430;10;0;68;4
01.10.2020;Челябинская обл.;3493036;15768;11699;130;0;76;76
24.03.2020;Ингушетия;488043;0;0;0;0;0;0
03.04.2020;Калмыкия;275413;7;0;0;0;5;0
10.10.2020;Иркутская обл.;2404195;20247;17111;317;2;155;116
23.07.2020;Ярославская обл.;1265684;5719;5095;24;0;42;40
14.10.2020;Курская обл.;1115237;9101;7137;60;0;80;31
02.12.2020;Кировская обл.;1283238;18543;11103;198;2;243;263
13.05.2020;Магаданская обл.;144091;162;90;3;0;5;3
01.09.2020;Мордовия;805056;5493;4310;38;0;31;23
08.01.2021;Воронежская обл.;2333768;49323;44733;1246;18;389;136
07.11.2020;Мурманская обл.;753557;21370;17014;334;9;223;182
25.11.2020;Владимирская обл.;1378337;12567;10147;295;5;127;211
04.02.2021;Северная Осетия;701765;14686;13138;124;2;56;67
14.07.2020;Ненецкий АО;43997;251;43;0;0;1;0
01.09.2020;Омская обл.;1960081;9324;7627;193;6;42;183
19.12.2020;Саратовская обл.;2462950;32090;27456;346;6;263;294
22.11.2020;Хакасия;537513;10618;7073;101;0;175;31
06.02.2021;Камчатский край;315557;12605;11210;85;0;52;59
28.12.2020;Самарская обл.;3193514;30485;28078;566;13;310;251
07.08.2020;Томская обл.;1078280;4525;3098;43;1;54;66
05.09.2020;Башкортостан;4063293;7949;7081;29;0;31;90
30.01.2021;Саха (Якутия);964330;30490;27644;487;2;123;121
02.02.2021;Свердловская обл.;4325256;71145;63789;2063;15;325;347
18.01.2021;Карелия;622484;32561;27056;199;0;285;319
18.04.2021;Чувашия;1231117;23583;21488;1314;4;48;39
10.07.2020;Марий Эл;682333;3241;2883;26;2;28;7
08.10.2020;Тюменская обл.;1498779;10271;7818;42;0;109;32
19.08.2020;Москва;12506468;254448;200359;4687;10;691;1242
08.02.2021;Санкт-Петербург;5351935;346366;249376;10122;41;1551;1090
26.04.2021;Кемеровская обл.;2694877;34830;33724;659;2;66;53
08.11.2020;Красноярский край;2876497;28927;21530;732;8;326;277
24.04.2020;Коми;840873;553;28;4;0;11;5
01.02.2021;Калининградская обл.;994599;24262;21429;218;0;184;173
31.10.2020;Нижегородская обл.;3234752;41566;35270;783;13;397;413
12.08.2020;Рязанская обл.;1121474;6625;5960;34;0;28;13
07.04.2020;Ямало-Ненецкий АО;538547;30;0;0;0;18;0
04.09.2020;Удмуртия;1513044;3343;2764;45;0;49;49
25.04.2020;Алтай;218063;14;0;0;0;5;0
18.11.2020;Ингушетия;488043;8547;7140;104;0;74;124
06.12.2020;Карачаево-Черкессия;466305;12789;10544;36;1;98;274
27.10.2020;Калмыкия;275413;8709;5466;99;3;99;50
15.01.2021;Еврейская АО;162014;3957;3450;85;5;13;46
11.05.2020;Крым;1913731;193;64;2;0;4;0
19.07.2020;Московская обл.;7503385;61743;43367;1058;10;171;319
03.09.2020;Архангельская обл.;1111031;10985;9163;252;0;48;43
07.05.2020;Ставропольский край;2800674;887;224;20;0;23;24
18.01.2021;ХМАО – Югра;1655074;45029;41360;616;4;223;226
10.09.2020;Ростовская обл.;4220452;18391;15305;389;6;155;89
26.04.2020;Вологодская обл.;1176689;145;33;0;0;7;4
27.04.2021;Карачаево-Черкессия;466305;20024;19877;73;0;15;9
03.12.2020;Забайкальский край;1072806;20032;18380;335;4;265;268
28.03.2020;Хакасия;537513;2;0;0;0;0;0
13.10.2020;Бурятия;984511;8085;6734;89;7;98;122
09.06.2020;Тверская обл.;1283873;2231;1478;44;3;84;49
25.07.2020;Адыгея;453376;2530;2008;18;0;34;30
22.06.2020;Дагестан;3063885;7267;4956;351;3;79;20
11.12.2020;Астраханская обл.;1017514;15440;10900;295;5;167;110
26.04.2021;Хакасия;537513;22283;21466;523;0;19;10
09.08.2020;Томская обл.;1078280;4626;3218;45;2;50;57
12.02.2021;Пензенская обл.;1331655;35265;28645;409;3;205;268
04.11.2020;Новгородская обл.;606476;7724;5113;87;0;93;60
30.12.2020;Самарская обл.;3193514;31097;28687;592;13;305;308
03.10.2020;Магаданская обл.;144091;3049;2362;26;0;39;27
27.03.2021;Московская обл.;7503385;229916;188849;5392;17;586;481
22.02.2021;Белгородская обл.;1549876;30839;28118;473;3;115;209
16.07.2020;Ненецкий АО;43997;255;46;0;0;1;2
30.08.2020;Омская обл.;1960081;9241;7444;180;0;44;6
30.11.2020;Кировская обл.;1283238;18059;10355;195;1;242;78
16.10.2020;Курская обл.;1115237;9276;7190;63;2;90;22
12.10.2020;Иркутская обл.;2404195;20568;17177;318;0;162;55
20.05.2020;Орловская обл.;747247;1598;576;10;0;49;52
08.01.2021;Калужская обл.;1012156;22376;20558;186;0;158;97
15.03.2020;Ивановская обл.;1014646;0;0;0;0;0;0
08.04.2020;Тульская обл.;1491855;54;4;0;0;5;0
22.09.2020;Оренбургская обл.;1977720;12027;10884;82;0;100;157
13.04.2021;Алтайский край;2350080;48287;43280;1951;11;82;77
06.08.2020;Кемеровская обл.;2694877;4062;2888;18;0;97;93
25.10.2020;Амурская обл.;798424;5871;5075;61;0;108;84
17.01.2021;Ульяновская обл.;1246618;40598;37362;515;0;247;241
05.04.2020;Чувашия;1231117;1;1;0;0;0;1
04.01.2021;Ленинградская обл.;1813816;24717;22126;271;0;218;116
11.05.2020;Челябинская обл.;3493036;1118;263;4;0;77;14
09.06.2020;Тамбовская обл.;1033552;3569;1611;8;0;65;77
03.12.2020;Курганская обл.;845537;9011;7896;119;0;105;78
11.04.2020;Сахалинская обл.;490181;11;4;0;0;0;0
14.08.2020;Краснодарский край;5603420;9730;8320;138;2;88;51
10.08.2020;Татарстан;3894284;5902;4750;27;0;30;0
21.03.2021;Тульская обл.;1491855;35308;32729;1457;9;98;96
20.05.2020;Ростовская обл.;4220452;2784;989;33;2;139;115
07.06.2020;Тверская обл.;1283873;2055;1422;41;0;93;7
08.04.2021;Ярославская обл.;1265684;36794;35052;494;2;87;79
16.06.2020;Архангельская обл.;1111031;3912;1188;19;0;109;120
30.03.2020;Московская обл.;7503385;119;10;0;0;7;0
03.01.2021;Новосибирская обл.;2788849;28341;24518;991;8;150;151
29.01.2021;Смоленская обл.;949348;21997;19093;448;5;186;351
20.01.2021;ХМАО – Югра;1655074;45463;41958;629;7;215;355
12.04.2021;Калмыкия;275413;20201;19371;326;1;15;24
21.11.2020;Приморский край;1913037;19844;14526;207;4;228;134
20.10.2020;Вологодская обл.;1176689;5981;4377;57;0;89;49
13.01.2021;Еврейская АО;162014;3934;3334;80;2;12;144
24.03.2021;Ивановская обл.;1014646;32094;30403;1018;5;66;95
22.04.2021;Ингушетия;488043;15343;13580;185;0;15;9
29.08.2020;Ставропольский край;2800674;11730;8051;230;3;124;113
18.03.2020;Тыва;321722;0;0;0;0;0;0
10.08.2020;Рязанская обл.;1121474;6570;5933;34;0;24;0
19.12.2020;Хабаровский край;1328302;30994;25730;193;0;346;473
29.10.2020;Чувашия;1231117;9782;8306;139;3;58;108
14.11.2020;Кабардино-Балкария;865828;11275;8119;173;2;85;63
15.03.2021;Сахалинская обл.;490181;21827;21179;35;0;10;76
25.06.2020;Ямало-Ненецкий АО;538547;4709;2006;34;1;156;39
06.10.2020;Тюменская обл.;1498779;10057;7755;41;1;102;30
03.09.2020;Башкортостан;4063293;7888;6925;29;0;32;7
01.02.2021;Саха (Якутия);964330;30726;27884;489;0;115;90
20.09.2020;Оренбургская обл.;1977720;11827;10696;82;0;98;29
08.08.2020;Кемеровская обл.;2694877;4244;3033;19;1;86;76
28.03.2021;Калмыкия;275413;19883;19024;313;1;24;24
17.03.2020;Ивановская обл.;1014646;0;0;0;0;0;0
20.10.2020;Липецкая обл.;1150201;7204;6012;60;1;74;63
21.09.2020;Чечня;1436981;2384;1822;40;0;6;5
16.08.2020;Краснодарский край;5603420;9903;8416;143;2;86;18
09.04.2020;Сахалинская обл.;490181;11;4;0;0;0;0
01.12.2020;Курганская обл.;845537;8800;7757;119;0;104;46
07.06.2020;Тамбовская обл.;1033552;3439;1517;8;0;68;43
18.04.2020;Саха (Якутия);964330;47;16;0;0;9;1
19.01.2021;Ульяновская обл.;1246618;41089;37688;529;8;245;169
13.05.2020;Челябинская обл.;3493036;1263;311;4;0;51;10
02.01.2021;Ленинградская обл.;1813816;24279;21876;271;6;223;186
17.12.2020;Чечня;1436981;6734;3168;85;0;141;57
24.02.2021;Белгородская обл.;1549876;31050;28179;477;3;102;9
18.01.2021;Тверская обл.;1283873;26357;21732;487;0;223;189
29.03.2021;Московская обл.;7503385;231121;189684;5414;11;595;425
02.11.2020;Новгородская обл.;606476;7541;4960;87;0;89;0
19.12.2020;Чувашия;1231117;14954;13329;410;10;127;107
01.10.2020;Магаданская обл.;144091;2971;2318;25;0;38;30
10.02.2021;Пензенская обл.;1331655;34853;28087;403;3;208;276
09.12.2020;Астраханская обл.;1017514;15109;10681;287;3;160;111
04.08.2020;Пермский край;2623122;6159;4415;167;1;71;43
09.06.2020;ХМАО – Югра;1655074;3624;1204;21;0;149;18
02.03.2021;Ингушетия;488043;14772;12998;173;0;15;13
04.06.2020;Еврейская АО;162014;323;240;4;0;6;11
31.12.2020;Орловская обл.;747247;21369;19386;268;2;178;189
25.11.2020;Тыва;321722;11911;10953;133;1;99;53
28.05.2020;Калужская обл.;1012156;3653;1237;29;0;93;114
19.11.2020;Тульская обл.;1491855;14889;12672;459;2;143;252
16.03.2020;Амурская обл.;798424;0;0;0;0;0;0
22.03.2021;Ивановская обл.;1014646;31966;30232;1009;1;65;82
18.07.2020;Ставропольский край;2800674;6766;4439;128;2;141;61
24.09.2020;Чукотский АО;49348;185;175;2;0;0;0
06.03.2021;Хакасия;537513;21421;20495;471;6;22;44
17.03.2021;Сахалинская обл.;490181;21855;21330;35;0;21;64
23.06.2020;Ямало-Ненецкий АО;538547;4416;1904;30;3;145;42
26.11.2020;Алтайский край;2350080;25225;22567;511;10;224;278
12.03.2021;Амурская обл.;798424;21411;20044;198;2;33;45
21.08.2020;Брянская обл.;1210982;7934;6456;35;0;30;22
17.12.2020;Хабаровский край;1328302;30307;24760;191;2;343;511
16.11.2020;Кабардино-Балкария;865828;11450;8298;179;3;88;113
31.01.2021;Смоленская обл.;949348;22362;19434;458;5;182;150
01.01.2021;Новосибирская обл.;2788849;28037;24240;974;7;152;244
28.03.2020;Московская обл.;7503385;85;8;0;0;36;0
25.09.2020;Севастополь;436670;907;588;25;0;19;8
18.06.2020;Архангельская обл.;1111031;4156;1393;25;6;121;97
17.04.2021;Кировская обл.;1283238;41143;38025;336;1;76;126
21.05.2020;Самарская обл.;3193514;1740;485;13;2;74;66
05.09.2020;Псковская обл.;636546;4745;3527;65;0;34;37
26.06.2020;Татарстан;3894284;4390;3684;11;0;40;23
10.04.2021;Ярославская обл.;1265684;36967;35207;498;1;87;79
18.05.2020;Ростовская обл.;4220452;2514;809;31;0;87;12
18.10.2020;Вологодская обл.;1176689;5809;4308;57;0;83;5
19.11.2020;Приморский край;1913037;19386;14260;203;3;226;129
13.10.2020;Тыва;321722;8226;7037;85;0;47;36
06.06.2020;Еврейская АО;162014;336;249;4;0;7;2
06.01.2021;Воронежская обл.;2333768;48540;44462;1220;6;393;112
09.11.2020;Мурманская обл.;753557;21834;17371;344;6;234;57
23.10.2020;Удмуртия;1513044;7890;5848;123;6;125;124
23.11.2020;Владимирская обл.;1378337;12311;9731;290;0;128;113
07.12.2020;Ингушетия;488043;10048;8549;118;1;81;52
11.05.2020;Магаданская обл.;144091;155;83;3;0;0;10
25.03.2021;Тыва;321722;15753;14850;197;0;1;12
21.07.2020;Ярославская обл.;1265684;5637;4933;24;2;39;107
07.06.2020;ХМАО – Югра;1655074;3346;1126;20;0;115;14
